23001801,Coupling Nut
23001819,Oil Nozzle
23001832,Oil Nozzle
23001934,Pt Support
23001967,3Rd Stg Wheel
23004529,Comb Liner
23004553,"Bearing, Ball, (40 X 68 X 15 Mm)"
23004963,Harness 
23005204,"Hose Assy, Fireshield To Fuel Nozzle, No. 4, X 17.75"
23005217,Housing
23005271,"Adapter, Spline, Compressor Rotor"
23005366,Bleed Valve
23005369,Bleed Valve
23005743,Blanket
23007151,Bearing
23007189,#3 Nozzle
23007202,Bearing
23007217,Mount
23007246,77 Teeth Idler Gear
23007981,N2 Pick Up
23008019,Gearbox Cover
23008021,Gearbox Housing
23008030,Turbine Tie Bolt
23008061,Exhaust Collector
23008062,Exhaust Collector
23008065,"Bearing, Ball, (17 X 30 X 7 Mm)"
23008555,Blanket
23008867,7Th Stage Compressor Wheel
23009670,#2 Bearing
23009851,Terminal
23030880,"Filter Element, Lube Oil"
23030910,Outer Combustion Case
23030911,Occ
23030954,Inner Shaft
23030981,Inner Coupling Nut
23030982,Coupling Nut(4)
23030986,Pump Seperator
23030989,Oil Pump Idler Spur Gear
23030990,Spur Gearshaft
23030991,Cover Seperator
23030993,Coupling
23030999,Oil Pump Body
23031260,Combustion Case
23031403,Gearbox Housing 
23031426,#4 Nozzle Turbine
23031456,Pump Assy
23031459,Pump Assy
23031461,Scavenger Body
23031478,Bearing #8
23031494,Lab Seal
23031496,Roller Bearing
23031909,Cont Ring
23031922,Spur Gear
23032286,Gearbox Cover
23032325,Exhaust Collector
23032327,Lab Seal
23032345,Coupling
23032621,Stg 1 Comp Wheel
23032626,Vane Diffuser
23033111,Exhaust Collector
23033112,Exhaust Collector
23033403,#3 Nozzle
23033721,1St Stg Turbine Wheel
23033861,Sump Nut
23033876,Picollo Tube ; Oil Delivery
23034102,Picolo Tube
23034145,4Th Stg Nozzle
23034601,Nozzle Oil Pinion
23034603,Gearbox Housing
23034608,Sump Cover
23034649,Air Tube
23034760,Pt Support
23034771,Tube
23034775,Gp Support
23034783,Ex Collector
23035102,Oil Filter
23035105,Oil Filter Housing
23035136,Tie Bolt
23035174,Nozzleassy Oilpinionbearing
23035175,Containment Ring
23035258,Nut
23035262,"Bearing, Roller, Front Compressor"
23035275,Tube Fitting Assy
23035299,T/M Helical G/S
23037403,Pt Inner Shaft
23037413,Pt Outer Shaft
23037419,"Cover Assy, Gearbox, Power & Accessory"
23037444,Lab Seal
23037446,Lab Seal
23037447,Sump Cover
23038100,Pt Support
23038118,Gp Support
23038136,Pt Outer Shaft
23038219,Nozzle
23038229,Gear
23039065,C20 Impeller
23039752,Front Support
23039793,Body Assy
23050888,Harness 
23051075,Gearbox Cover
23051106,Front Support
23051119,Vane Diffuser
23051122,Rear Support
23051123,Compressor Mount
23051137,Shroud Housing
23052272,Oil Pump Body
23052358,Race
23052359,Front Compressor
23052360,Oil Pump Body
23053176,Bleed Valve 
23053293,Tube
23053299,1St Stg Wheel
23053320,Sump Can
23053781,#1 Comp Wheel
23053974,Tiebolt
23054163,Pickup Assy
23054619,Gearbox Cover
23054634,Turbine Support
23055464,Gearbox Cover
23055466,Gearbox Cover
23055944,4Th Stg Wheel
23056130,Combustion Liner
23056644,Gearbox Housing 
23057111,1St Stg Wheel
23057112,2/3 Wheel
23057114,4Th Stg Wheel
23057115,5Th Wheel
23057116,Stg 6 Wheel
23057160,#3 Nozzle
23057882,Blanket
23058137,Brg Plate
23058147,Impeller
23059576,Gearbox Cover
23059598,Scroll
23060404,4Th Stg Wheel
23060405,5Th Stg Wheel
23060406,6Th Stg Wheel
23060422,2/3 Stg Wheel
23060432,2Nd/3Rd Wheel
23060450,Nozzle
23060451,Nozzle
23060761,Cage Ring
23060813,Spark Igniter Assy
23060815,Lead Assy
23060816,"Lead Assy, Igniter, Spark, Rh"
23061011,Rear Carrier Only
23061918,Rear Pto
23061922,#4 Nozzle
23063413,Spur Gearshaft
23063415,Pinion Gear
23064577,Scroll
23064593,Rear Support
23064603,Gearbox Housing
23064606,Gearbox Cover
23064612,Discharge Tube
23064617,Front Pto
23064640,Gearbox Housing 
23065591,Impeller
23065826,Picolo Tube
23066652,Tube
23066684,Tube Asssy
23066731,Gp Support 
23066744,#4 Turbine Wheel
23068265,Tie Bolt
23069705,Accumlator
23069751,Rear Engine Mount
23071309,Pt Inner Shaft
23071313,Pt Inner Shaft
23072099,2Nd Stg Splined Adapter
23072258,14Th Stage Compressor Wheel
23072862,Scroll
23073353,Bleed Valve
23073355,Servo Valve 
23073520,Spur Gearshaft
23073566,#1 Nozzle Shield
23073668,Plate 
23073853,1St Stg Wheel
23073854,2Nd Turbine Wheel
23075363,#3 Nozzle
23076029,Oil Pump Cover
23076082,Gearbox Housing 
23076252,Pto Gearshaft
23076529,2Nd Stg Splined Adapter
23076531,Nut
23076537,Impeller
23079106,Ideler Gear
23079638,Impeller
23084247,Pinion Gear
23084919,Rear Carrier (Only)
23086689,Drain Fitting
23087076,Prop Shaft
23088595,Rear Carrier
23088746,Prop Shaft & Rear Carrier Set
23088757,Prop & Carrier Set
23088766,Prop Shaft Flange
23088840,Pt Support
23089419,Rear Carrier (Only)
23092769,Prop & Carrier Set
23092770,Prop Shaft
41004077,L/H Linkage Housing
68898731,Pt Support
01R3110282-04,Gg Case
1-060-190-01,Compressor Front Brg Hsg
1-150-240-06,Exhaust Diffuser
204-011-731-001,Spacer
204-040-387-005,Manifold
204-040-603-007,Coupling
204-040-603-009,Coupling 
204-040-604-005,Coupling
204-062-539-001,Nut
204-063-006-001,Coupling
205-040-125-005,Generator Offset Drive Quill
205-061-521-001,Radius Block
206-010-101-129,Main Rotor Yoke
206-010-451-005,Ring Assy
206-010-453-001,Swashplate Outer Ring
206-010-453-009,Swashplate Outer Ring
206-010-455-001,Swashplate Inner Cap
206-011-724-109,Pitch Control Tubr Assy
206-040-048-003,Input Pinion Adapter
206-040-048-101,Input Pinion Adapter
206-040-088-005,Valve Assy
206-040-150-029,Trans Mission Case
206-040-150-1-B,Transmission Lower Case
206-040-203-003,Adapter
206-040-221-003,Freewheeling Outershaft
206-040-222-003,Freewheel Inner Shaft
206-040-222-005,Freewheeling Inner
206-040-236-017,Freewheeling Housing
206-040-241-001,Aft Free Wheeling 
206-040-241-1,Housing
206-040-268-001,Freewheeling Cap
206-040-379-101,Freewheeling Outer
206-040-439-001,Output Shaft
206-040-530-001,Transmission Main Case
206-040-531-001,Gearshaft Case
206-040-531-1,Gearshaft Case
206-064-300-005,Exhaust Duct
212-010-738-001,Trunnion
212-010-775-001,Crosshead
23001302-25,Orifice
23001949,Bearing
23003114,Fuel Pump
23004513,"Seal, Plain, Encased, 0.625 Dia X 0.531 In"
23004554,Bearing
23005749,Ball Bearing
23007151AL,"Bearing, Ball, (25 X 42 X 9 Mm) "
23007247,26 Teeth Idler Gear
23007248,"Gearshaft Assy, Fuel Control, Oil Pump "
23008020,Turbine Tie-Bolt
23008469,Bearing
23009609,Bearing
23009648,"Tube, Compressor Vent"
23030911-G,Occ
23030976,"Impeller Assy, Compr"
23031838,Harness
23032283-1,3-4 Beariing Cage
23033729,"Coupling, Spline Adapter - Compres"
23033862,Labyrinth Seal
23033886,"Housing, Compressor Shroud"
23034102R,Picolo Tube
23034927,Thermocoupleassy Totgasproducer
23035146,Firewall
23039791-1,Coupling Adapter
23053297,Bearing
23057142,"Case Assy, Compressor (Disc)"
23058128,"Sleeve, No. 8 Bearing"
23059568-1,3-4 Bearing Cage
23071895,T/M Gearshaft
23072099TA,2Nd Stage Splined Adapter
23076559-1,Coupling Adapter
23079637-1,Coupling Adapter
23087076-C,Rear Carrier
23088595-C,Rear Carrier
23088595-P,Prop Shaft
23092511,"Wheel, Turbine, 3Rd Stage"
23092770-P,Prop Shaft
2392-2313-001,Crossbolt
31-032-28,Tape
31-033-1,Tape
31-033-3,Tape
3104720-01,Accessory Drive Spur Gearshaft
350A32-3119-05,Lower Housing
350A32-3121-01,Main Housing 
350A32-3121-06,Main Housing 
350A32312142,128 Mm Bushing
350A33109201,Long Rotor Shaft
350a33109201,Long Rotor Shaft
350a37100205,Non Rotating Swashplate
360A32116303,Servo Control Support
360A321172MM3,Bushing
365a31111504,Upper Link Scissor
365A31111504,Upper Link Scissor
365A31111604,Lower Link
365A31117100,Scissor Drive Adapter
365A32542721,Reduction Box Drive
365A33354600,Tuning Weight
3665A31111604,Lower Link
4-141-140-18,Housing Assy #3
4-301-236-01,Fuel Nozzle Assy
406-040-056-111,Gearshaft Case
406-040-506-101,Freewheeling Housing Assy
410665730-00,Fuel Extender
42D208,Switch
6000-1,Temp Plate
61350-24086-101,Input Bevel Gear
6808392,Spanner Nut
6810434,Spur Nut
6824728,Bearing
6826835,Gear Spur Idler
6829641,"Nut, Spanner, Special Lock Flange"
6843356AL-3,Pma Cage 
6843360-1,Cage Bearing
6843360p-1,Pma Cage
6843361-2,Cage Bearing 
6844422,Bearing Dampers
6848194,Oil Tube
6854701-43,Prop Brake Outer Member
6859432,Ball Bearing
6859433,Bearing
6870811-P,Front Diffuser
6871232,Oil Nozzle
6871311,Oil Tube
6871505,"Bearing, Ball, 40 X 62 X (15) 12 Mm, No. 5 Main"
6874525,Bearing
6874884/J,Rear Diffuser
6875035,Bearing
6875491,"Seal, Mating Ring, Rotating"
6875520,Bearing
6876685,Bracket
6876872,"Seal, Labyrinth, Rotating, Rear Compr Brg"
6876873,Impeller
6877092,Turbine Wheel #2
6877181,Gearbox Housing
6877896,Oil Scavenger
6889093,"Bearing, Ball, 30 X 55 X (16) 13 Mm, No. 2 Main"
6889172-2,Cage Bearing 
6889302-E,Gear
6889337,Bearing
6889702,"Gearshaft Assy, Helical"
6890034AL,4Th Stg Diaphragm
6890493,Bearing
6891625,"Gearshaft Assy, Spur, Adapter Disc."
6893008,"Slinger, Oil, Compressor Rear Bearing"
6893031,"Seal, Compr Rotor Rear"
6893672,Pinion Gear
6896098,Na
6898569,Gearbox Cover
6898642,"Gearshaft, Spur Idler"
6898677,Spacer 1.465Idx1.652Odx.298Wide
6898920,3Rd Stage Shield
76351-09150-103,Lower Tube Cap
91-029,Tachometer
AN924-10D,Nut
AN924-20D,Nut
AN924-24D,Nut
AN941-10,Elbow
AN960JD2616L,Washer
AN960PD2616L,Washer
AN960PD3016L,Washer
AS3578-905,Packing
C54856,Sliding Rod
E23004208,"Diaphragm, #1 Nozzle"
E23030974,Splined Adapter
E23034608,Sump Cover
E23038136,Pt Outer Shaft
E23053330,#2 Nozzle
E23055438,#2 Nozzle
E23071313,Pt Inner Shaft
E6890034,4Th Stg Diaphragm
E6893672,Pinion Gear
E6893673,Helical Gearshaft
E6898784,2Nd Stage Splined Adapter
EH23037413,Outer Shaft
JRA1323,Lpc Rotating Rear
M250-10001,Spur Gearshaft
M250-10022,Adapter G/S
M250-10026,Fc Gear
M250-10038,Mount Assy
M250-10044,Shroud Housing
M250-10052,Front Support
M250-10053,Rear Support
M250-10055,Bolt Tie-Comprrotor
M250-10073,Pinion Gear
M250-10075,Tm Helical Gearshaaft
M250-10107,Na
M250-10117,"Bearing, Roller, No. 2-1/2, 29 X 42 X 9 Mm"
M250-10150,Comb Assy Liner
M250-10227,"Wheel, Turbine, 1St Stage"
M250-10354,Bearing
M250-10393,Roller Bearing
M250-10415,"Coupling, Turbine To Compressor"
M250-10416,Pt Outer Shaft
M250-10658,"Wheel, Turbine, 2Nd Stage"
M250-10911,Combustion Liner
M83248-1-010,O-Ring
M83248-1-113,O-Ring
M83248-1-122,O-Ring
M83248-1-230,O-Ring
MISC SCRAP,Misc Scrap
MS20470AD3-4,Rivets
MS20470AD4-4,Rivets
MS21919WDG27,Clamp
MS24399D21,Reducer
MS9047-065,Insert
MS9486-49,Insert
NAS617-12,Packing
NAS617-16,Packing
RR0000393,#3 Nozzle
RR30000105,Oil Pump Body
RR30000125,Gearshaft
RR30000140,"Bearing, Ball, (40 X 68 X 15 Mm)"
RR30000153,Spur Adapter Gearshaft
RR30000231,"Case Assy, Outer Combustion"
RR30000236,Turbine Wheel 3
RR30000237,Turbine Wheel 2
RR30000246,"Adapter, Splined, Turbine, 2Nd Stage"
RR30000248,"Bearing, Ball, 42 X 62 X (15) 12 Mm, No. 5 Main"
RR30000250,"Bearing, Roller, (29 X 42 X 9 Mm) No. 7 Main"
RR30000254,Rotating Lab Seal
RR30000342,"Tube Assy, Compressor Discharge - Rh"
RR30000343,"Tube Assy, Compressor Discharge - Lh"
RR30000372,"Coupling, Turbine To Compressor"
RR30000416,Scroll
RR30000423,Front Support
RR30000429,"Shield Assy, Turbine Firewall - Vertical"
RR30000434,Exhaust Collector
RR30000437,"Shield Assy, Turbine Firewall - Horizontal"
RR30000453,Combustion Liner
RR30000481,Turbine Wheel 1
RR30000494,Turbine Wheel 4
RR30000546,"Bowl, Lube Oil Filter"
RW41000515,Piston
